0;0.0;0;0;null
0;3.0;-15;5;null
0;13.0;-15;5;2600
0;215.0;995;25;2600
0;225.0;995;25;null
0;427.0;-15;5;null
0;437.0;-15;5;2601
0;637.0;985;15;2601
0;647.0;985;15;null
0;847.0;-15;5;null
0;857.0;-15;5;2602
0;1057.0;985;25;2602
0;1067.0;985;25;null
0;1267.0;-15;5;null
0;1277.0;-15;5;2603
0;1283.0;15;15;2603
0;1293.0;15;15;null
0;1299.0;-15;5;null
0;1309.0;-15;5;2604
0;1315.0;15;15;2604
0;1325.0;15;15;null
0;1331.0;-15;5;null
0;1341.0;-15;5;2605
0;1543.0;995;35;2605
0;1553.0;995;35;null
0;1755.0;-15;5;null
0;1765.0;-15;5;2606
0;1771.0;15;25;2606
0;1781.0;15;25;null
0;1787.0;-15;5;null
0;1797.0;-15;5;2607
0;1995.0;975;15;2607
0;2005.0;975;15;null
0;2203.0;-15;5;null
0;2213.0;-15;5;2608
0;2415.0;995;45;2608
0;2425.0;995;45;null
0;2627.0;-15;5;null
0;2637.0;-15;5;2609
0;2643.0;15;25;2609
0;2653.0;15;25;null
0;2659.0;-15;5;null
0;2669.0;-15;5;2610
0;2675.0;15;25;2610
0;2685.0;15;25;null
0;2691.0;-15;5;null
0;2701.0;-15;5;2611
0;2709.0;25;25;2611
0;2719.0;25;25;null
0;2727.0;-15;5;null
0;2737.0;-15;5;2612
0;2933.0;965;15;2612
0;2943.0;965;15;null
0;3139.0;-15;5;null
0;3149.0;-15;5;2613
0;3157.0;25;25;2613
0;3167.0;25;25;null
0;3175.0;-15;5;null
0;3185.0;-15;5;2614
0;3193.0;25;25;2614
0;3203.0;25;25;null
0;3211.0;-15;5;null
0;3221.0;-15;5;2615
0;3231.0;35;15;2615
0;3241.0;35;15;null
0;3251.0;-15;5;null
0;3261.0;-15;5;2616
0;3271.0;35;15;2616
0;3281.0;35;15;null
0;3291.0;-15;5;null
0;3301.0;-15;5;2617
0;3309.0;25;35;2617
0;3319.0;25;35;null
0;3327.0;-15;5;null
0;3337.0;-15;5;2618
0;3535.0;975;35;2618
0;3545.0;975;35;null
0;3743.0;-15;5;null
0;3753.0;-15;5;2619
0;3761.0;25;35;2619
0;3771.0;25;35;null
0;3779.0;-15;5;null
0;3789.0;-15;5;2620
0;3799.0;35;25;2620
0;3809.0;35;25;null
0;3819.0;-15;5;null
0;3829.0;-15;5;2621
0;3835.0;15;45;2621
0;3845.0;15;45;null
0;3851.0;-15;5;null
0;3861.0;-15;5;2622
0;3869.0;25;45;2622
0;3879.0;25;45;null
0;3887.0;-15;5;null
0;3897.0;-15;5;2623
0;4097.0;985;45;2623
0;4107.0;985;45;null
0;4307.0;-15;5;null
0;4317.0;-15;5;2624
0;4513.0;965;25;2624
0;4523.0;965;25;null
0;4719.0;-15;5;null
0;4729.0;-15;5;2625
0;4737.0;25;45;2625
0;4747.0;25;45;null
0;4755.0;-15;5;null
0;4765.0;-15;5;2626
0;4963.0;975;45;2626
0;4973.0;975;45;null
0;5171.0;-15;5;null
0;5181.0;-15;5;2627
0;5193.0;45;25;2627
0;5203.0;45;25;null
0;5215.0;-15;5;null
0;5225.0;-15;5;2628
0;5421.0;965;35;2628
0;5431.0;965;35;null
0;5627.0;-15;5;null
0;5637.0;-15;5;2629
0;5831.0;955;15;2629
0;5841.0;955;15;null
0;6035.0;-15;5;null
0;6045.0;-15;5;2630
0;6055.0;35;45;2630
0;6065.0;35;45;null
0;6075.0;-15;5;null
0;6085.0;-15;5;2631
0;6285.0;985;55;2631
0;6295.0;985;55;null
0;6495.0;-15;5;null
0;6505.0;-15;5;2632
0;6515.0;35;45;2632
0;6525.0;35;45;null
0;6535.0;-15;5;null
0;6545.0;-15;5;2633
0;6739.0;955;25;2633
0;6749.0;955;25;null
0;6943.0;-15;5;null
0;6953.0;-15;5;2634
0;7149.0;965;45;2634
0;7159.0;965;45;null
0;7355.0;-15;5;null
0;7365.0;-15;5;2635
0;7377.0;45;35;2635
0;7387.0;45;35;null
0;7399.0;-15;5;null
0;7409.0;-15;5;2636
0;7607.0;975;55;2636
0;7617.0;975;55;null
0;7815.0;-15;5;null
0;7825.0;-15;5;2637
0;7837.0;45;35;2637
0;7847.0;45;35;null
0;7859.0;-15;5;null
0;7869.0;-15;5;2638
0;7877.0;25;55;2638
0;7887.0;25;55;null
0;7895.0;-15;5;null
0;7905.0;-15;5;2639
0;7913.0;25;55;2639
0;7923.0;25;55;null
0;7931.0;-15;5;null
0;7941.0;-15;5;2640
0;8147.0;1015;5;2640
0;8157.0;1015;5;null
0;8161.0;995;15;null
0;8171.0;995;15;898
0;8175.0;1015;5;898
0;8185.0;1015;5;null
0;8189.0;995;25;null
0;8199.0;995;25;2600
0;8203.0;1015;5;2600
0;8213.0;1015;5;null
0;8347.0;345;35;null
0;8357.0;345;35;2189
0;8491.0;1015;5;2189
0;8501.0;1015;5;null
0;8617.0;435;15;null
0;8627.0;435;15;919
0;8629.0;425;15;919
0;8639.0;425;15;null
0;8641.0;435;15;null
0;8651.0;435;15;859
0;8653.0;425;15;859
0;8663.0;425;15;null
0;8665.0;435;15;null
0;8675.0;435;15;616
0;8677.0;425;15;616
0;8687.0;425;15;null
0;8689.0;435;15;null
0;8699.0;435;15;221
0;8815.0;1015;5;221
0;8825.0;1015;5;null
0;8857.0;855;65;null
0;8867.0;855;65;1722
0;8869.0;845;75;1722
0;8879.0;845;75;null
0;8881.0;855;65;null
0;8891.0;855;65;1471
0;8893.0;865;55;1471
0;8903.0;865;55;null
0;8905.0;855;65;null
0;8915.0;855;65;1044
0;8947.0;1015;5;1044
0;8957.0;1015;5;null
0;9093.0;335;25;null
0;9103.0;335;25;2442
0;9104.0;335;15;2442
0;9114.0;335;15;null
0;9115.0;335;25;null
0;9125.0;335;25;1785
0;9127.0;325;35;1785
0;9137.0;325;35;null
0;9139.0;335;25;null
0;9149.0;335;25;1753
0;9285.0;1015;5;1753
0;9295.0;1015;5;null
0;9303.0;975;15;null
0;9313.0;975;15;2607
0;9321.0;1015;5;2607
0;9331.0;1015;5;null
0;9341.0;965;25;null
0;9351.0;965;25;2624
0;9361.0;1015;5;2624
0;9371.0;1015;5;null
0;9539.0;175;55;null
0;9549.0;175;55;1871
0;9551.0;165;55;1871
0;9561.0;165;55;null
0;9563.0;175;55;null
0;9573.0;175;55;1744
